vgchartz_game,twitch_game,similarity_score,match_quality
Major League Baseball 2K8,RAGE 2,89,Good
J-League Winning Eleven 2007: Club Championship,,0,Poor
Tiger Woods PGA Tour 06,,0,Poor
My Horse & Me,,0,Poor
Gold's Gym: Cardio Workout (Others sales),Chess,72,Fair
UEFA Euro 2016,,0,Poor
Bass Hunter 64,,0,Poor
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,Brotato,115,Poor
DmC Devil May Cry: Definitive Edition,Devil May Cry,271,Poor
Hitman,HITMAN,131,Poor
Madden NFL 2004,Madden NFL 20,279,Poor
NBA Live 08,Live,83,Fair
Jikkyou Powerful Pro Yakyuu 4,,0,Poor
SimAnimals,,0,Poor
Animal Crossing,,0,Poor
NCAA Final Four 2002,,0,Poor
Jikkyou Powerful Pro Yakyuu Portable 3,,0,Poor
Mario Golf,,0,Poor
Armored Core: Silent Line,ReCore,114,Poor
Spider-Man 3,,0,Poor
Alone in the Dark: One-Eyed Jack's Revenge,Alone in the Dark,363,Poor
Barbie as The Island Princess,The Isle,151,Poor
Happy Feet,,0,Poor
Silent Hill: Shattered Memories,Silent Hill,235,Poor
Slot Machine,SOMA,82,Fair
Astroblast,Atlas,93,Good
Blade II,,0,Poor
Disney's Stitch: Experiment 626,Deceit 2,117,Poor
MySims SkyHeroes,,0,Poor
Lego Batman 3: Beyond Gotham,,0,Poor
Mountain King,,0,Poor
The Incredible Hulk,,0,Poor
TRON: Evolution,,0,Poor
Manhunt 2,,0,Poor
The Matrix: Path of Neo,,0,Poor
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,,0,Poor
XCOM 2,XCOM 2,135,Poor
The Settlers 7: Paths to a Kingdom,,0,Poor
WarCraft II: The Dark Saga,Raft,75,Fair
The Legend of Spyro: Dawn of the Dragon,The Front,151,Poor
Goemon's Great Adventure,Reventure,163,Poor
Mega Man Zero Collection,Mega Man,175,Poor
Sonic Mania,Sonic Mania,235,Poor
Mortal Kombat: Shaolin Monks,,0,Poor
Clash of the Titans: The Videogame,Last Tide,148,Poor
Star Wars Episode III: Revenge of the Sith,Sports,90,Good
KISS Pinball,Pinball,143,Poor
Brothers In Arms: Earned In Blood,ARMS,83,Fair
NBA Inside Drive 2003,INSIDE,123,Poor
FIFA Street,,0,Poor
LEGO Ninjago: Shadow of Ronin,,0,Poor
Sonic Boom: Rise of Lyric,,0,Poor
The LEGO Movie Videogame,,0,Poor
Shrek: Forever After,Raft,75,Fair
Shrek's Carnival Craze Party Games,,0,Poor
Midway Arcade Treasures 2,Icarus,71,Fair
Bust-A-Move Universe,,0,Poor
Shaun White Snowboarding,,0,Poor
NHL FaceOff 2000,NHL 20,124,Poor
Jonah Lomu Rugby Challenge,Arcane,79,Fair
Cabela's Outdoor Adventures (2009),Event[0],81,Fair
Yu-Gi-Oh! The Dawn of Destiny,Destiny,143,Poor
Lord of the Rings: Battle for Middle-Earth,The Isle,134,Poor
Dynasty Warriors 8: Xtreme Legends,,0,Poor
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,Kindergarten,243,Poor
Calvin Tucker's Redneck Jamboree,ReCore,100,Excellent
South Park: Chef's Luv Shack,South Park,215,Poor
A Collection of Intellivision Classic Games,Aion Classic,224,Poor
Shin Megami Tensei: Devil Survivor 2,SMITE 2,115,Poor
Vigilante 8,,0,Poor
Demolition Racer,,0,Poor
Star Wars Racer Revenge,Waven,85,Good
NASCAR 2011: The Game,,0,Poor
Dreamworks Madagascar Kartz,Dreams,120,Poor
Cart World Series,,0,Poor
The Dukes of Hazzard II: Daisy Dukes It Out,Hades,81,Fair
Monster Truck Madness 64,Monstrum,166,Poor
Stranglehold,,0,Poor
The King of Fighters XIII,,0,Poor
Ehrgeiz,,0,Poor
Naruto: Ninja Destiny (US sales),Destiny,143,Poor
PowerUp Heroes,,0,Poor
Fossil Fighters (JP sales),,0,Poor
Radiant Historia,,0,Poor
Sonic & Sega All-Stars Racing Transformed,iRacing,117,Poor
Capcom Classics Collection Remixed,,0,Poor
Guitar Hero: Van Halen,,0,Poor
Def Jam Rapstar,,0,Poor
Gameboy Gallery,,0,Poor
FIFA 13,,0,Poor
AMF Bowling 2004,,0,Poor
Winning Post 2,,0,Poor
Rapala Pro Bass Fishing 2010,,0,Poor
FIFA 15,,0,Poor
Sorcery,,0,Poor
Spyro: Attack of the Rhynocs,Scorn,80,Fair
Madagascar,,0,Poor
Jumping Flash!,,0,Poor
Lizzie McGuire 3: Homecoming Havoc,,0,Poor
"Army Men World War: Land, Sea, Air",Warlander,163,Poor
Dynasty Warriors 6,,0,Poor
Shrek the Third,,0,Poor
Ultimate Spider-Man,,0,Poor
Resident Evil: Revelations 2,Resident Evil: Revelations 2,563,Poor
Looney Tunes: Duck Amuck,Muck,75,Fair
Charlie and the Chocolate Factory,Crea,73,Fair
Neopets: The Darkest Faerie,,0,Poor
Rhythm Tengoku,,0,Poor
Fist of the North Star: Ken's Rage 2,Stone Age,135,Poor
The Suite Life of Zack & Cody: Circle of Spies,,0,Poor
Cities: Skylines,Cities: Skylines,315,Poor
Imagine: Family Doctor,,0,Poor
Macross Digital Mission VF-X,Madison,122,Poor
Dance Dance Revolution Universe 3,DEVOTION,143,Poor
Future Cop L.A.P.D.,,0,Poor
Hamster Tarou,,0,Poor
MLB SlugFest Loaded,,0,Poor
Teenage Mutant Ninja Turtles,TMNT,76,Fair
Phineas and Ferb Ride Again,INSIDE,88,Good
Tom Clancy's Splinter Cell 3D,,0,Poor
Chaos Legion,,0,Poor
LEGO Marvel's Avengers,Marvel's Avengers,327,Poor
Resident Evil Archives: Resident Evil,Resident Evil,275,Poor
Yu Yu Hakusho Ghost Files: Spirit Detective,,0,Poor
Army Men: Air Attack 2,,0,Poor
NBA 2K19,NBA 2K19,175,Poor
Pro Evolution Soccer 2013,,0,Poor
Famista '91,,0,Poor
Decathlete,,0,Poor
Hard Hitter Tennis,Hades,77,Fair
NBA Live 2003,Live,83,Fair
Scooby-Doo! Night of 100 Frights,,0,Poor
Finding Nemo: The Continuing Adventures,Hades,70,Fair
Shark Tale,,0,Poor
Batman: The Brave and the Bold the Videogame,Breathedge,155,Poor
Contra 4,,0,Poor
Nounai Aeshe: IQ Suppli DS,,0,Poor
LEGO City Undercover,Trove,74,Fair
Spirit: Stallion of the Cimarron,Slither,117,Poor
LEGO DC Super-Villains,,0,Poor
Angry Birds: Star Wars,,0,Poor
I Spy: Spooky Mansion,SOMA,72,Fair
Rayman 2: Revolution,Rayman,131,Poor
Dragon Force,,0,Poor
Full Spectrum Warrior,,0,Poor
Just Dance 2018,Just Dance 2018,319,Poor
Sing Party,,0,Poor
N3: Ninety-Nine Nights,,0,Poor
MySims SkyHeroes,,0,Poor
Monopoly for Nintendo Switch,Monopoly,171,Poor
F1 2013,F1 23,106,Poor
2nd Super Robot Wars Original Generation,Detention,118,Poor
Blazing Heroes,,0,Poor
The Sims 2: Pets,,0,Poor
MySims Party,,0,Poor
24: The Game,,0,Poor
Jonas,,0,Poor
Harry Potter and the Order of the Phoenix,TERA,75,Fair
Invizimals: Shadow Zone,,0,Poor
Super Robot Taisen OG: Original Generations Gaiden,Rise Online,147,Poor
Romance of the Three Kingdoms VIII,Anthem,90,Good
Super Robot Taisen W,,0,Poor
Sniper Elite 4,Sniper Elite 4,299,Poor
Syphon Filter: Dark Mirror,,0,Poor
WWE 2K17,WWE 2K17,175,Poor
Power Pro Kun Pocket 6,,0,Poor
Power Pro Kun Pocket 10,,0,Poor
Shaun White Snowboarding: World Stage,New World,141,Poor
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,Amok Runner,109,Poor
Karaoke Revolution Party,Karaoke,151,Poor
Lumines ll,,0,Poor
Super Bomberman 5,Superman,157,Poor
My Hero One's Justice,Music,83,Fair
Saint Seiya: Soldiers' Soul,INSIDE,85,Good
Pride FC: Fighting Championships,,0,Poor
Star Gladiator Episode: I Final Crusade,Ratopia,96,Excellent
Showdown: Legends of Wrestling,Wrestling,183,Poor
Call of Duty: Black Ops 3,Call of Duty: Black Ops III,511,Poor
Starhawk,,0,Poor
Battlefield: Hardline,Battlefield Hardline,415,Poor
Tom Clancy's Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege,607,Poor
SoulCalibur VI,SoulCalibur VI,295,Poor
Quake II,,0,Poor
Daikaijyuu Monogatari,,0,Poor
Eternal Ring,,0,Poor
Final Fantasy Type-0 HD,Final Fantasy,275,Poor
Magna Carta 2,,0,Poor
Shrek Swamp Kart Speedway,,0,Poor
Crazy Taxi: Catch a Ride,,0,Poor
Wacky Races: Crash & Dash,,0,Poor
Virtua Cop 2,,0,Poor
Far East of Eden Zero,,0,Poor
The Smurfs: Dance Party,,0,Poor
Squinkies,,0,Poor
The Walking Dead: Season Two,The Walking Dead: Season Two,567,Poor
Burnout,,0,Poor
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,INSIDE,81,Fair
Yooka-Laylee,Yooka-Laylee,254,Poor
Shrek: Forever After,Raft,75,Fair
Ratchet & Clank: Size Matters,Ratchet & Clank,322,Poor
Mega Man X8,Mega Man 10,239,Poor
Sonic Boom: Shattered Crystal,,0,Poor
Itadaki Street 2: Neon Sign wa Bara Iro ni,,0,Poor
Karaoke Revolution Glee: Volume 3,Karaoke,151,Poor
Namco Museum Vol.2,,0,Poor
Rock Revolution,,0,Poor
Sesame Street: Elmo's A-to-Zoo Adventure,Reventure,149,Poor
Rabbids: Alive & Kicking,Live,75,Fair
Lego Star Wars: The Force Awakens,LEGO Star Wars: The Force Awakens,671,Poor
Assassin's Creed IV: Black Flag,,0,Poor
One Piece Unlimited World: Red,,0,Poor
NBA Live 06,Live,83,Fair
J-League Victory Goal '96,,0,Poor
NHL 19,NHL 19,135,Poor
Power Pro Kun Pocket 11,,0,Poor
Links 2004,,0,Poor
PGA Tour 97,,0,Poor
Xena: Warrior Princess - The Talisman of Fate,Anthem,80,Fair
Dragon Ball Heroes: Ultimate Mission,Dragon Ball,235,Poor
Final Fantasy X-2: International + Last Mission,Final Fantasy XII,363,Poor
Ever Oasis,,0,Poor
Grandia II,,0,Poor
From TV Animation One Piece: Treasure Battle!,Ratopia,100,Excellent
War Gods,,0,Poor
Dragon Ball Z: Budokai Tenkaichi 2,Dragon Ball,235,Poor
Sword Art Online: Fatal Bullet,Sword Art Online: Fatal Bullet,607,Poor
NieR,,0,Poor
Atelier Iris 3: Grand Phantasm (US Sales),Atlas,74,Fair
The Lord of the Rings: The Third Age,Tetris,104,Poor
"Sakura Wars: So Long, My Love",,0,Poor
Heroes of the Pacific,,0,Poor
Overcooked! 2,Overcooked! 2,255,Poor
The Sims 2,,0,Poor
BeatMania Append 4thMix: The beat goes on,Madison,87,Good
Fable: The Journey,,0,Poor
Guardian Heroes,,0,Poor
Glory of Heracles,,0,Poor
X-Men Legends II: Rise of Apocalypse,,0,Poor
Imagine: Makeup Artist,,0,Poor
WWII Aces,,0,Poor
Harvest Moon: Magical Melody,,0,Poor
Ace Combat: Joint Assault,,0,Poor
John Deere: Harvest in the Heartland,Harvester,160,Poor
Trauma Center: New Blood,Trauma Center: New Blood,483,Poor
Disgaea 3: Absence of Detention,Detention,183,Poor
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Among Us,112,Poor
Kagero: Deception II,,0,Poor
Sesame Street: Cookie's Counting Carnival,Returnal,105,Poor
NES Remix,,0,Poor
Alvin and the Chipmunks: The Squeakquel,Anthem,110,Poor
Jeopardy! 2nd Edition,,0,Poor
Duel Masters: Sempai Legends,Steep,76,Fair
DX Game of Life,,0,Poor
Mass Effect Trilogy,Mass Effect,235,Poor
Shrek Super Party,,0,Poor
Learn with Pokémon: Typing Adventure,Waven,77,Fair
Skylanders Imaginators,Ylands,106,Poor
Sherlock Holmes: Crimes & Punishments,RiME,75,Fair
The Golden Compass,,0,Poor
Just Cause 4,Just Cause 4,259,Poor
TouchMaster: Connect,,0,Poor
The New Tetris,Tetris,123,Poor
Purr Pals,,0,Poor
Pirates of the Caribbean,,0,Poor
RPG Maker,RPG Maker,195,Poor
The Legend of Legacy,,0,Poor
Imagine: Fashion Designer World Tour,INSIDE,99,Excellent
Hamster Club 4: Shigessa Daidassou,Chess,80,Fair
Fisherman's Bait 2: Big Ol' Bass,SANABI,90,Good
NBA Street V3,,0,Poor
Outlaw Golf,,0,Poor
ExerBeat,,0,Poor
Zoo Tycoon 2 DS,,0,Poor
SD Gundam G Century,,0,Poor
Phoenix Wright: Ace Attorney: Spirit of Justice,Crypto,74,Fair
Lupin the 3rd: Treasure of the Sorcerer King,iRacing,74,Fair
Up,,0,Poor
Alien: Isolation,Alien: Isolation,315,Poor
Majin and the Forsaken Kingdom,Anthem,99,Excellent
"Sakura Wars 4: Koi Seyo,Otome",,0,Poor
Psi-Ops: The Mindgate Conspiracy,SMITE,80,Fair
Jikkyou Powerful Pro Yakyuu 8,,0,Poor
Ken Griffey Jr.'s Slugfest,GRIS,75,Fair
The BIGS 2,,0,Poor
Madden NFL 08,,0,Poor
RealSports Boxing,Sports,115,Poor
Power Pro Kun Pocket 4,,0,Poor
Army of Two: The Devil's Cartel,,0,Poor
007 Legends,,0,Poor
Mah Jong Quest: Expeditions,,0,Poor
Puzzle Quest: Challenge of the Warlords,,0,Poor
Feel the Magic XY/XX,,0,Poor
Neopets Puzzle Adventure,,0,Poor
Dead Rising: Chop Till You Drop,Dead Rising,235,Poor
Dolphin,,0,Poor
The Godfather: Dons Edition,The Godfather,275,Poor
Prince of Persia: Rival Swords,,0,Poor
Nicktoons: Battle for Volcano Island,Tarisland,140,Poor
LEGO Harry Potter: Years 5-7,Gears 5,116,Poor
Sengoku Basara: Samurai Heroes,,0,Poor
Warriors Orochi 2,,0,Poor
Spider-Man: Friend or Foe,,0,Poor
Ben 10 Alien Force: Vilgax Attacks,Forts,74,Fair
Nicktoons: Battle for Volcano Island,Tarisland,140,Poor
Dynasty Warriors: Strikeforce,,0,Poor
Kenka Bancho: Badass Rumble,,0,Poor
Trace Memory,,0,Poor
Marvel Super Hero Squad,Squad,103,Poor
One Piece Unlimited Cruise 2: Awakening of a Hero,Crea,71,Fair
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Nine Sols,101,Poor
Just Dance 2017,Just Dance 2017,319,Poor
Just Dance Wii 2,,0,Poor
Mini Ninjas,,0,Poor
Fast Food,,0,Poor
Dynasty Tactics,,0,Poor
Romance of the Three Kingdoms III: Dragon of Destiny,Destiny,143,Poor
Culdcept,,0,Poor
Rayman 3: Hoodlum Havoc,Rayman,131,Poor
Tomba! 2: The Evil Swine Return,,0,Poor
Sonic Forces,Sonic Forces,255,Poor
Spyro: A Hero's Tail,,0,Poor
Earthworm Jim,,0,Poor
Metal Gear Solid V: The Definitive Experience,Metal Gear Solid,339,Poor
NASCAR 08,,0,Poor
Cars 3: Driven to Win,Carrion,117,Poor
The Punisher,,0,Poor
Turning Point: Fall of Liberty,Golf It!,85,Good
Looney Tunes Racing,TERA,73,Fair
Need for Speed Underground,Need for Speed,299,Poor
FlatOut: Head On,,0,Poor
Ford Mustang: The Legend Lives,MU Legend,171,Poor
Jeremy McGrath Supercross 2000,,0,Poor
Supercross 2000,,0,Poor
Top Gear Overdrive,Trove,98,Excellent
Front Mission Evolved,Evolve,123,Poor
Gears of War Triple Pack,,0,Poor
Call of Juarez: The Cartel,,0,Poor
WinBack: Covert Operations,Waven,71,Fair
Wanted: Weapons of Fate,,0,Poor
Area 51,,0,Poor
MLB Pennant Race,,0,Poor
MLB Power Pros,,0,Poor
Snowboarding,,0,Poor
Surf's Up,,0,Poor
The Chronicles of Riddick: Assault on Dark Athena,The Chant,147,Poor
Forsaken 64,,0,Poor
Tony Hawk: Shred,HAWKED,112,Poor
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,,0,Poor
Puyo Puyo! 15th Anniversary,,0,Poor
Siren: Blood Curse,,0,Poor
Patapon 3,,0,Poor
Haven: Call of the King,,0,Poor
Rhythm Thief & the Emperor's Treasure,Retro,78,Fair
Ben 10 Ultimate Alien: Cosmic Destruction,INSIDE,88,Good
Rocket Power: Beach Bandits,,0,Poor
Pitfall: The Mayan Adventure,,0,Poor
Skylanders Imaginators,Ylands,106,Poor
F-1 Grand Prix,,0,Poor
ExciteBots: Trick Racing,iRacing,133,Poor
NFL Blitz 20-02,,0,Poor
NCAA March Madness 2005,Hades II,114,Poor
NBA In The Zone,,0,Poor
F1 ROC: Race of Champions,,0,Poor
Disney's Extreme Skate Adventure,Reventure,157,Poor
Backyard Wrestling 2: There Goes the Neighborhood,Wrestling,183,Poor
Rugby World Cup 2011,,0,Poor
NCAA Basketball 09,,0,Poor
Power Pro Kun Pocket 3,,0,Poor
Driver: Parallel Lines,,0,Poor
Bass Strike,,0,Poor
NHL Hitz 20-03,NHL 20,127,Poor
Mobile Suit Gundam Side Story I: Senritsu no Blue,INSIDE,101,Poor
Nichibutsu Arcade Classics,,0,Poor
FIFA 07 Soccer,,0,Poor
ATV Quad Power Racing 2,,0,Poor
R: Racing Evolution,,0,Poor
VMX Racing,,0,Poor
Monster 4x4: Masters of Metal,Temtem,96,Excellent
Real Pool,,0,Poor
SingStar Country,,0,Poor
Junior Brain Trainer 2,,0,Poor
Disney Channel: All Star Party,Stray,77,Fair
WarioWare Gold,,0,Poor
Guitar Hero: Van Halen,,0,Poor
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Slots,92,Good
Trivial Pursuit,,0,Poor
Guitar Hero: Van Halen,,0,Poor
Polaris,,0,Poor
Viewtiful Joe,,0,Poor
Darksiders,,0,Poor
Medieval Moves: Deadmund's Quest,,0,Poor
SAW,,0,Poor
Shrek the Third,,0,Poor
Harry Potter and the Sorcerer's Stone,Hades,82,Fair
Assassin's Creed II: Discovery,Assassin's Creed II,359,Poor
Baby Pals,,0,Poor
Fantastic 4: Flame On,Anime,70,Fair
Kung Zhu,,0,Poor
Transformers: Dark of the Moon,Anthem,99,Excellent
Tigger's Honey Hunt,,0,Poor
Yu-Gi-Oh! World Championship 2008,,0,Poor
Kakyuusei,,0,Poor
Civilization II,,0,Poor
Next Hatsune Miku: Project Diva,,0,Poor
Just Dance 2015,,0,Poor
Just Dance 2017,Just Dance 2017,319,Poor
Batman: The Brave and the Bold the Videogame,Breathedge,155,Poor
Mission: Impossible - Operation Surma,Sports,73,Fair
Disney's Treasure Planet,Steep,76,Fair
Thief,,0,Poor
True Crime: New York City,RiME,75,Fair
The Heavy Rain and Beyond: Two Souls Collection,Beyond: Two Souls,331,Poor
Jackass the Game,,0,Poor
Hannah Montana: Spotlight World Tour,HANS,80,Fair
Arcade Hits: Frisky Tom,,0,Poor
Bratz: Super Babyz,,0,Poor
El Shaddai: Ascension of the Metatron,Anthem,106,Poor
The Warriors,,0,Poor
Bladestorm: The Hundred Years' War,Last Year,149,Poor
X-Men: Reign of Apocalypse,,0,Poor
Star Trek Bridge Crew,Star Trek: Bridge Crew,443,Poor
Monopoly Streets,Monopoly,171,Poor
Pac-Man Fever,,0,Poor
Syphon Filter: Dark Mirror,,0,Poor
Conflict: Desert Storm II - Back to Bagdhad,Concord,99,Excellent
Hot Shots Golf: World Invitational,Golf It!,128,Poor
Unreal Championship 2: The Liandri Conflict,Control,91,Good
Operation Flashpoint: Red River,Atlas,83,Fair
Bratz Ponyz,,0,Poor
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",The Witcher,203,Poor
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,The Surge,142,Poor
CSI: Deadly Intent,,0,Poor
Avatar: The Last Airbender,Atlas,104,Poor
Myst III: Exile,,0,Poor
Street Hoops,Steep,91,Good
Rory McIlroy PGA Tour,Crypto,96,Excellent
Deer Hunter,,0,Poor
Dead to Rights: Retribution,Retro,91,Good
Battleborn,Battleborn,211,Poor
Lord of Darkness,,0,Poor
Famista '92,,0,Poor
Surf's Up,,0,Poor
MLB 07: The Show,,0,Poor
Cabela's Big Game Hunter 2012,,0,Poor
International Superstar Soccer,,0,Poor
NBA 2K12,,0,Poor
Wappy Dog,,0,Poor
SimCity 2000,,0,Poor
Dave Mirra Freestyle BMX 2,ELEX II,99,Excellent
Summer Heat Beach Volleyball,,0,Poor
Moshi Monsters: Moshlings Theme Park,Slither,112,Poor
The Urbz: Sims In the City (US weekly sales),The Isle,135,Poor
Shrek: Ogres & Dronkeys,,0,Poor
Spintires: MudRunner,MudRunner,183,Poor
Angry Birds: Star Wars,,0,Poor
How to Train Your Dragon 2,,0,Poor
Jewel Quest Mysteries: Curse of the Emerald Tear,ReCore,74,Fair
Carol Vorderman's Sudoku,,0,Poor
Cake Mania 2: Jill's Next Adventure!,,0,Poor
Onechanbara Z2: Chaos,,0,Poor
Gundam Musou Special,,0,Poor
The Warriors,,0,Poor
Indiana Jones and the Staff of Kings,,0,Poor
The Binding of Isaac: Afterbirth+,The Binding of Isaac: Afterbirth,647,Poor
Gundam Versus,,0,Poor
Donkey Kong GB: Dinky Kong & Dixie Kong,Ixion,85,Good
Over the Hedge,,0,Poor
Pirates of the Caribbean: Dead Man's Chest,Starbase,97,Excellent
Dragon Ball GT: Transformation,Dragon Ball,235,Poor
Tak and the Guardians of Gross,Agar.io,98,Excellent
Silent Hill 2: Restless Dreams,Silent Hill 2,279,Poor
SimCity 4,,0,Poor
EyePet,,0,Poor
Armored Core: Project Phantasma,ReCore,114,Poor
Yu-Gi-Oh! Double Pack,,0,Poor
Digimon Adventure: Anode Tamer,Maneater,120,Poor
Final Fantasy VI Advance,Final Fantasy VI,339,Poor
Tales of the World: Radiant Mythology 3,Stray,70,Fair
Wild ARMs 5,ARMS,83,Fair
Yu-Gi-Oh! Monster Capsule Breed & Battle,,0,Poor
Etrian Mystery Dungeon,M.U.G.E.N,72,Fair
Mass Effect 3,Mass Effect 3,279,Poor
Shadow Hearts,Hades,74,Fair
Secret of Mana,Secret of Mana,299,Poor
Harvest Moon DS Cute (US sales),Hades,86,Good
F/A-18F Super Hornet,SUPERHOT,153,Poor
Marvel Nemesis: Rise of the Imperfects,Mass Effect,171,Poor
Dead or Alive,Live,75,Fair
Soul Nomad & the World Eaters,SOMA,79,Fair
Dragon Ball: Xenoverse,Dragon Ball,235,Poor
Super Fire ProWrestling X,Wrestling,175,Poor
The King of Fighters '95,,0,Poor
Kung Fu Chaos,,0,Poor
Godzilla: Domination!,Domina,123,Poor
Virtua Fighter 5 Online,,0,Poor
Warpath: Jurassic Park,,0,Poor
Netsu Chu! Pro Yakyuu 2003,,0,Poor
All Star Cheer Squad,Squad,103,Poor
Reel Fishing: Angler's Dream,,0,Poor
Madagascar,,0,Poor
Lego Star Wars: The Force Awakens,LEGO Star Wars: The Force Awakens,671,Poor
Mega Man ZX,Mega Man,175,Poor
Tom and Jerry Tales,,0,Poor
Mega Man 7,Mega Man,175,Poor
Ice Age: Dawn of the Dinosaurs,Dofus,74,Fair
Castlevania: Aria of Sorrow,Castlevania,231,Poor
Pokémon Box: Ruby and Sapphire,,0,Poor
Kobitodzukan: Kobito Kansatsu Set,,0,Poor
DeathSmiles,,0,Poor
Mister Mosquito,,0,Poor
Triple Play 2000,,0,Poor
Need for Speed: The Run,Need for Speed,299,Poor
World of Tanks,World of Tanks,299,Poor
MX SuperFly featuring Ricky Carmichael,Spelunky,112,Poor
Need for Speed: Most Wanted (2012),Need for Speed,299,Poor
Need for Speed: Most Wanted,Need for Speed,299,Poor
Corvette,,0,Poor
Stuntman: Ignition,,0,Poor
NASCAR 06: Total Team Control,Control,143,Poor
Driveclub VR,,0,Poor
F1 Race Stars,,0,Poor
MotoGP,,0,Poor
Littlest Pet Shop: Beach Friends,Tetris,76,Fair
Jurassic Park: Operation Genesis,Carrion,105,Poor
Baten Kaitos: Eternal Wings and the Lost Ocean,Norland,96,Excellent
Final Fantasy XI: Ultimate Collection,Final Fantasy XII,368,Poor
The BIGS,,0,Poor
Slam Dunk: Yonkyo Taiketsu!!,Slam Dunk,195,Poor
NHL 07,,0,Poor
NHL 2K11,NHL 21,127,Poor
NHL 2002,NHL 20,135,Poor
Jikkyou Powerful Pro Yakyuu 5,,0,Poor
NBA In The Zone '98,,0,Poor
Remington Super Slam Hunting: Africa,Smuta,74,Fair
And1 Streetball,,0,Poor
NBA Jam 99,,0,Poor
Mat Hoffman's Pro BMX,HANS,72,Fair
NFL Street 3,,0,Poor
Jikkyou Powerful Pro Yakyuu 2,,0,Poor
Summer Athletics: The Ultimate Challenge (US sales),The Isle,128,Poor
NBA ShootOut 2001,,0,Poor
Cabela's Big Game Hunter 2010,,0,Poor
Knockout Kings 2002,,0,Poor
ESPN NBA Basketball,,0,Poor
Gallop Racer 2: One and Only Road to Victory,Granny,98,Excellent
Dragon Ball Z: Tenkaichi Tag Team,Dragon Ball,235,Poor
Battle Arena Toshinden 3,Ashen,79,Fair
InuYasha: Feudal Combat,,0,Poor
Pro Evolution Soccer 2017,Pro Evolution Soccer 2017,523,Poor
Q-Ball: Billiards Master,,0,Poor
NBA Live 14,Live,83,Fair
Pro Evolution Soccer 2013,,0,Poor
Athens 2004,,0,Poor
Jikkyou Powerful Pro Yakyuu Portable 4,,0,Poor
Sydney 2000,,0,Poor
Rapala Pro Bass Fishing 2010,,0,Poor
Cabela's Trophy Bucks,,0,Poor
Motocross Maniacs Advance,,0,Poor
AC/DC LIVE: Rock Band Track Pack,Live,83,Fair
My Japanese Coach,,0,Poor
Sonic X: Game Boy Advance Video Volume 1,Sonic Advance,260,Poor
Pinkalicious,,0,Poor
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Dota 2,98,Excellent
Lightning Returns: Final Fantasy XIII,Final Fantasy XII,371,Poor
Bridge,,0,Poor
LEGO The Hobbit,,0,Poor
Metal Gear Solid V: Ground Zeroes,Metal Gear Solid,339,Poor
Family Guy: Back to the Multiverse,,0,Poor
Batman: Arkham Origins Blackgate,,0,Poor
Robinson: The Journey,,0,Poor
Shenmue I & II,Shenmue I & II,286,Poor
The Amazing Spider-Man 2 (2014),INSIDE,106,Poor
Are You Smarter than a 5th Grader? Game Time,GRIME,85,Good
Ty the Tasmanian Tiger,SMITE,75,Fair
Just Dance Kids 2,,0,Poor
Connect Four / Perfection / Trouble,Control,118,Poor
Boogie,,0,Poor
Sengoku Basara 4,,0,Poor
Sly Cooper: Thieves in Time,Slots,85,Good
Trivial Pursuit,,0,Poor
GRID 2,Grid 2,135,Poor
Create,Crea,91,Good
Wipeout 2,,0,Poor
Brain Age: Concentration Training,Brotato,108,Poor
Rock Revolution,,0,Poor
Sesame Street: Cookie's Counting Carnival,Returnal,105,Poor
Wipeout 2,,0,Poor
Marvel Super Hero Squad: The Infinity Gauntlet,SUPERHOT,148,Poor
One Piece: Pirate Warriors 3,,0,Poor
M&M's Blast!,,0,Poor
Angry Birds: Star Wars,,0,Poor
Pac-Pix,,0,Poor
Ratatouille: Food Frenzy,,0,Poor
Super Nazo Puyo: Ruruu no Ruu,,0,Poor
Super Collapse! 3,,0,Poor
Over the Hedge,,0,Poor
Disney's Chicken Little,Deceit,98,Excellent
Skylanders SWAP Force,Ylands,112,Poor
Despicable Me: The Game,,0,Poor
Skylanders Imaginators,Ylands,106,Poor
